(833, 518, 838, 1161, 2315, 464, 1074, 56, 1946, 605)->[(1-1*r5), (1-1*r5), (-3-1*r5), (3+1*r5)]
(1956, 1448, 1929, 1488, 562, 2227, 725, 1014, 2234, 1501)->[0, 4, (-2-2*r5), 0]
(768, 1696, 452, 1127, 360, 2023, 1546, 747, 182, 90)->[-2, (3+1*r5), 4, (-1-1*r5)]
(996, 1414, 522, 1291, 369, 1938, 245, 2142, 2203, 670)->[(1-1*r5), (1+1*r5), (2+2*r5), -2]
(2146, 677, 1062, 167, 1358, 2224, 1715, 758, 2359, 2168)->[(-3-1*r5), 4, 2, (-1-1*r5)]
(1057, 707, 100, 361, 2098, 1075, 85, 1752, 2170, 667)->[4, (-3-1*r5), (-1-1*r5), -2]
(1254, 1757, 1289, 1385, 1832, 12, 1933, 1532, 1116, 1117)->[(2+2*r5), (-1+1*r5), (1+1*r5), 2]
(387, 1348, 421, 1192, 973, 1039, 84, 2005, 1814, 735)->[-2, (-3-1*r5), 4, (1+1*r5)]
(1667, 484, 997, 550, 522, 2060, 1073, 245, 152, 1822)->[(-1-1*r5), 2, (2+2*r5), (1-1*r5)]
(1472, 1121, 2369, 2211, 1575, 1512, 1655, 153, 1467, 2175)->[2, (-5-1*r5), (-1+1*r5), 0]
(96, 2247, 463, 881, 596, 1397, 1972, 187, 1756, 2173)->[(-1-1*r5), 4, (3+1*r5), 2]
(230, 1897, 843, 1487, 336, 88, 282, 27, 732, 922)->[(-1-1*r5), (0-2*r5), 0, (3+1*r5)]
(2145, 2181, 2279, 2027, 2062, 2158, 1781, 726, 892, 1599)->[2, (-3-1*r5), 4, (-1-1*r5)]
(1600, 9, 1741, 2190, 2127, 595, 821, 1429, 1596, 95)->[(1-1*r5), (-3-1*r5), (-3-1*r5), (-1+1*r5)]
(928, 2147, 1227, 1420, 1423, 913, 338, 698, 1404, 1630)->[2, (3+1*r5), -4, (-1-1*r5)]
(98, 1474, 1029, 2343, 1576, 715, 2258, 1364, 1302, 1656)->[2, -4, (-1-1*r5), (-3-1*r5)]
(1, 162, 806, 1159, 969, 1130, 2352, 1687, 2333, 317)->[(-1-1*r5), -2, -4, (-3-1*r5)]
(1601, 1633, 1957, 199, 1996, 2157, 110, 849, 1330, 854)->[(1+1*r5), (1-1*r5), 2, (-2-2*r5)]
(1477, 1638, 974, 431, 1266, 1811, 1971, 1913, 1820, 1279)->[4, 2, (3+1*r5), (1+1*r5)]
(1793, 868, 1129, 1257, 1610, 2316, 592, 2321, 403, 1011)->[-4, 2, (-3-1*r5), (-1-1*r5)]
(835, 1732, 1957, 1574, 907, 1038, 1235, 854, 26, 1598)->[(-1+1*r5), -2, (1+1*r5), (-2-2*r5)]
(999, 1553, 914, 339, 1684, 1841, 567, 185, 1788, 1049)->[(3+1*r5), (-3-1*r5), (-1+1*r5), (-1+1*r5)]
(2273, 1348, 73, 1631, 1839, 528, 81, 978, 509, 735)->[-2, (-2-2*r5), (1+1*r5), (-1+1*r5)]
(66, 1186, 709, 1158, 1072, 1918, 724, 764, 350, 223)->[(1-1*r5), (2+2*r5), -2, (1+1*r5)]
(1985, 1031, 971, 1454, 1903, 82, 1780, 1461, 2134, 734)->[(-1+1*r5), (-3-1*r5), (-1+1*r5), (-3-1*r5)]
(1120, 641, 2020, 453, 1734, 2219, 1069, 1525, 728, 1176)->[(3+1*r5), 0, (0-2*r5), (-1-1*r5)]
(1345, 1698, 579, 2053, 231, 1063, 621, 1165, 790, 630)->[(-2-2*r5), (-1-1*r5), -2, (1-1*r5)]
(832, 2021, 519, 1002, 1847, 1646, 335, 311, 1755, 2046)->[(0-2*r5), (-1-1*r5), (-3-1*r5), 0]
(450, 899, 1318, 2347, 429, 367, 336, 1845, 2070, 922)->[(1-1*r5), (-3-1*r5), (-1+1*r5), (3+1*r5)]
(1954, 164, 900, 136, 2092, 45, 469, 214, 1815, 286)->[0, 2, (-1+1*r5), (-5-1*r5)]
(770, 1220, 1733, 1592, 11, 1973, 2006, 696, 604, 29)->[(2+2*r5), (1+1*r5), 2, (1-1*r5)]
(194, 642, 877, 1205, 1750, 87, 1368, 2230, 1594, 1149)->[-4, (1+1*r5), -2, (3+1*r5)]
(1477, 424, 1289, 2128, 337, 1809, 1971, 1910, 2233, 1116)->[(3+1*r5), (-1+1*r5), (3+1*r5), (-1+1*r5)]
(897, 323, 1860, 2244, 1032, 1868, 77, 1943, 919, 440)->[(-1-1*r5), 0, (3+1*r5), (0-2*r5)]
(2112, 1511, 1415, 1673, 427, 1232, 1009, 2033, 2265, 2107)->[-2, (-1-1*r5), (1-1*r5), (-2-2*r5)]
(1376, 2, 1891, 4, 458, 619, 1758, 1680, 306, 1374)->[-4, (-1-1*r5), 2, (-3-1*r5)]
(1345, 1666, 808, 1586, 532, 1173, 790, 1531, 1691, 1789)->[(-2-2*r5), -2, (1-1*r5), (-1-1*r5)]
(2144, 1797, 2374, 1387, 1388, 1805, 597, 277, 1468, 894)->[-2, 0, (5+1*r5), (-1+1*r5)]
(1120, 1026, 1827, 324, 1675, 436, 1206, 728, 958, 1855)->[(0+2*r5), 0, (-1-1*r5), (-3-1*r5)]
(1889, 1346, 1703, 363, 2125, 111, 20, 1560, 1593, 799)->[(-3-1*r5), (-1-1*r5), 4, 2]
(1991, 1516, 1357, 2380, 591, 626, 1842, 213, 1016, 1211)->[(-2-2*r5), (1+1*r5), 2, (-1+1*r5)]
(963, 1699, 1828, 1479, 1005, 685, 1522, 2035, 309, 504)->[0, (0+2*r5), (3+1*r5), (1+1*r5)]
(960, 769, 389, 843, 430, 1042, 88, 569, 2366, 607)->[-4, (-1-1*r5), 2, (3+1*r5)]
(573, 1445, 2281, 491, 303, 2132, 1846, 1083, 637, 318)->[(-1+1*r5), (-1+1*r5), (-3-1*r5), (3+1*r5)]
(740, 517, 1930, 1774, 1263, 1745, 275, 1500, 572, 445)->[2, (2+2*r5), (1+1*r5), (1-1*r5)]
(997, 2024, 1387, 972, 1293, 881, 1073, 596, 150, 894)->[(-1-1*r5), 2, (2+2*r5), (-1+1*r5)]
(544, 1798, 1929, 109, 693, 474, 731, 348, 1501, 1662)->[(-1+1*r5), (3+1*r5), (-3-1*r5), (-1+1*r5)]
(553, 1259, 1815, 45, 173, 304, 1328, 1591, 792, 1276)->[(1-1*r5), 2, (1+1*r5), (-2-2*r5)]
(1444, 1540, 1706, 174, 15, 1977, 1754, 219, 1982, 255)->[(-2-2*r5), (-1+1*r5), (1+1*r5), -2]
(1537, 643, 1286, 1927, 460, 976, 402, 218, 1212, 253)->[2, (-1+1*r5), 0, (5+1*r5)]
(448, 1090, 1003, 46, 495, 1008, 2323, 984, 1914, 1886)->[(-2-2*r5), 0, 0, 4]
(1, 1349, 806, 1257, 1129, 1323, 1579, 2314, 2226, 733)->[(-1-1*r5), 0, (-3-1*r5), (0-2*r5)]
(1024, 1634, 708, 1797, 2374, 1424, 242, 1111, 1369, 1151)->[(-1-1*r5), -2, (2+2*r5), (-1+1*r5)]
(289, 1027, 1704, 1481, 1779, 948, 1495, 25, 986, 1851)->[-4, (1+1*r5), 2, (3+1*r5)]
(1091, 2027, 1038, 1295, 1903, 1235, 1428, 1780, 954, 1599)->[2, -4, (1+1*r5), (-3-1*r5)]
(1313, 2150, 970, 395, 816, 1649, 2192, 21, 1430, 345)->[0, (-5-1*r5), -2, (1-1*r5)]
(706, 483, 359, 140, 1746, 760, 1433, 477, 1790, 2105)->[(3+1*r5), (1-1*r5), (-1+1*r5), (3+1*r5)]
(1377, 1732, 1225, 842, 1353, 1616, 885, 1142, 26, 2302)->[0, -2, (-1+1*r5), (-5-1*r5)]
(353, 39, 1480, 1659, 2312, 1869, 2349, 315, 2111, 1215)->[(-1-1*r5), 4, (-3-1*r5), 2]
(320, 515, 2085, 394, 209, 2034, 1331, 1079, 472, 1919)->[(1-1*r5), (-2-2*r5), -2, (1+1*r5)]
(2051, 966, 1702, 266, 1199, 1135, 1432, 2201, 1371, 924)->[(2+2*r5), (1-1*r5), (-1-1*r5), 2]
(513, 1610, 2314, 557, 1618, 1011, 2226, 2358, 765, 1055)->[(-1-1*r5), 2, -4, (-3-1*r5)]
(1569, 2146, 36, 298, 2291, 920, 2075, 2168, 1213, 383)->[(-3-1*r5), (1+1*r5), 0, (0-2*r5)]
(772, 1092, 2056, 1679, 1139, 2036, 2139, 1852, 125, 2014)->[4, (1+1*r5), 2, (3+1*r5)]
(514, 3, 200, 1256, 717, 1486, 1712, 757, 378, 1406)->[4, 0, (-2-2*r5), 0]
(1184, 936, 1480, 1932, 301, 1166, 1105, 1112, 315, 1310)->[-2, (1+1*r5), (-3-1*r5), 4]
(833, 1445, 838, 1288, 2281, 426, 1068, 852, 825, 1661)->[0, 0, (-2-2*r5), 4]
(672, 299, 1708, 48, 2004, 853, 2101, 1881, 1625, 287)->[(5+1*r5), 0, (-1+1*r5), -2]
(1635, 1862, 681, 1067, 659, 2132, 1846, 1561, 2009, 1983)->[2, (1+1*r5), (-3-1*r5), 4]
(2305, 1539, 356, 1484, 2189, 2288, 148, 2069, 1722, 415)->[(-1-1*r5), (-2-2*r5), (1-1*r5), -2]
(1669, 1893, 906, 107, 1034, 1465, 2090, 729, 190, 1247)->[(-1-1*r5), (1-1*r5), -2, (2+2*r5)]
(129, 201, 234, 554, 1518, 655, 1584, 1718, 441, 349)->[(-1+1*r5), (-1+1*r5), (3+1*r5), (-3-1*r5)]
(1090, 1321, 1641, 2090, 495, 1204, 2396, 1144, 28, 1247)->[(-3-1*r5), (1-1*r5), (1-1*r5), (3+1*r5)]
(998, 1767, 712, 1321, 2249, 2187, 1519, 1144, 761, 1533)->[(-3-1*r5), -2, (-1-1*r5), 4]
(2016, 1606, 487, 1670, 606, 2382, 144, 1657, 1883, 1246)->[(1-1*r5), -2, (1+1*r5), (2+2*r5)]
(897, 1953, 255, 1032, 2064, 1982, 1589, 1877, 158, 511)->[(-3-1*r5), 0, (0+2*r5), (-1-1*r5)]
(772, 837, 165, 1605, 1433, 594, 886, 1241, 2014, 2105)->[(3+1*r5), (-1+1*r5), (-1+1*r5), (3+1*r5)]
(2337, 803, 2245, 871, 2219, 269, 1486, 1712, 1525, 189)->[(3+1*r5), (1-1*r5), (-3-1*r5), (1-1*r5)]
(292, 1925, 1480, 1869, 1166, 751, 719, 658, 602, 1245)->[-4, 2, (-3-1*r5), (1+1*r5)]
(1412, 1765, 2181, 295, 2158, 2256, 979, 24, 57, 1562)->[(1+1*r5), -4, (3+1*r5), -2]
(705, 261, 6, 1222, 2220, 2223, 1721, 664, 409, 1660)->[-4, 0, 0, (-2-2*r5)]
(1826, 2020, 2182, 297, 1195, 1069, 1581, 1967, 1463, 1726)->[4, 2, (-3-1*r5), (-1-1*r5)]
(1410, 1830, 1736, 939, 142, 1776, 2358, 727, 2392, 1055)->[(1-1*r5), 2, (-1-1*r5), (-2-2*r5)]
(674, 1891, 2018, 1511, 331, 1232, 1680, 2008, 124, 1502)->[(-1-1*r5), (0-2*r5), 0, (-3-1*r5)]
(2336, 1027, 1124, 1988, 1900, 461, 1619, 246, 986, 1854)->[(-1-1*r5), (-1+1*r5), 2, (2+2*r5)]
(1568, 2179, 295, 1324, 1229, 2066, 979, 2357, 2236, 1951)->[(3+1*r5), (-1-1*r5), 4, -2]
(2217, 1965, 1999, 52, 341, 405, 1653, 1148, 542, 1791)->[0, (0-2*r5), (-3-1*r5), (-1-1*r5)]
(1312, 802, 451, 2178, 2039, 1753, 949, 599, 2296, 121)->[(-3-1*r5), (3+1*r5), (1-1*r5), (1-1*r5)]
(99, 1572, 1034, 2090, 1487, 1519, 2396, 761, 666, 732)->[-4, (-1-1*r5), -2, (3+1*r5)]
(2304, 1927, 938, 618, 460, 268, 1966, 2037, 1309, 830)->[(1+1*r5), (-1+1*r5), -2, (2+2*r5)]
(960, 1346, 612, 389, 2125, 910, 408, 1626, 1853, 222)->[(-3-1*r5), -4, 2, (1+1*r5)]
(1057, 1281, 2277, 1447, 904, 1075, 1907, 2293, 982, 2365)->[(3+1*r5), -4, -2, (-1-1*r5)]
(1024, 1760, 1093, 1725, 855, 1560, 1369, 507, 1597, 799)->[-4, -2, (3+1*r5), (1+1*r5)]
(1378, 1762, 2019, 2344, 2188, 2252, 2383, 1489, 342, 1887)->[2, 0, (5+1*r5), (-1+1*r5)]
(1220, 1413, 583, 2184, 1417, 2076, 1296, 2099, 2299, 604)->[(3+1*r5), (0+2*r5), (1+1*r5), 0]
(97, 1601, 1155, 807, 50, 1330, 500, 1109, 2140, 862)->[(3+1*r5), (1-1*r5), (-1+1*r5), (-3-1*r5)]
(1504, 1411, 1415, 1673, 1130, 756, 2362, 1499, 2333, 543)->[(1-1*r5), -2, (-1-1*r5), (-2-2*r5)]
(1922, 67, 1725, 392, 364, 76, 912, 154, 507, 1021)->[(-1-1*r5), 0, (3+1*r5), (0+2*r5)]
(1728, 1954, 835, 164, 901, 1957, 1225, 842, 1996, 1053)->[(-1+1*r5), 0, 2, (-5-1*r5)]
(128, 65, 129, 2272, 1253, 686, 1521, 1654, 349, 1534)->[2, (-1+1*r5), (2+2*r5), (-1-1*r5)]
(321, 2305, 1381, 134, 489, 2189, 1934, 1459, 502, 251)->[-4, (-3-1*r5), (-1-1*r5), -2]
(32, 1154, 2115, 1609, 362, 1936, 694, 1624, 1145, 2106)->[2, (-1-1*r5), (3+1*r5), 4]
(1988, 2341, 1866, 2026, 461, 2161, 2388, 950, 344, 221)->[-2, (-1+1*r5), 0, (5+1*r5)]
(2114, 714, 940, 1901, 2034, 1331, 310, 2391, 1181, 126)->[(-1+1*r5), (-2-2*r5), -2, (1+1*r5)]
(577, 100, 2277, 1447, 2218, 1036, 1908, 1685, 2294, 1752)->[(3+1*r5), (-3-1*r5), (1-1*r5), (1-1*r5)]
(1888, 675, 1283, 1924, 551, 1000, 1683, 86, 1558, 1084)->[2, -4, (-1-1*r5), (3+1*r5)]
(1673, 139, 1551, 818, 1142, 2200, 2362, 2107, 156, 2302)->[0, -2, (1-1*r5), (-5-1*r5)]
(1476, 869, 1893, 1034, 2061, 1487, 1332, 565, 1876, 282)->[-2, (-1-1*r5), (1-1*r5), (2+2*r5)]
(37, 782, 462, 2126, 721, 1329, 1207, 2329, 1884, 63)->[0, 0, (2+2*r5), 4]
(293, 1989, 2058, 1646, 335, 2387, 660, 155, 2172, 2303)->[(-1-1*r5), -2, (-2-2*r5), (1-1*r5)]
(1798, 1128, 1993, 108, 1421, 175, 273, 1688, 474, 702)->[0, (2+2*r5), -4, 0]
(514, 1826, 2182, 1419, 878, 942, 368, 943, 274, 378)->[(1+1*r5), 2, (-2-2*r5), (1-1*r5)]
(930, 1122, 357, 649, 942, 878, 944, 1294, 2227, 2234)->[(-1+1*r5), (1+1*r5), (-2-2*r5), -2]
(1185, 419, 485, 2021, 1767, 2249, 587, 1587, 311, 1595)->[(-3-1*r5), (-1-1*r5), -4, 2]
(2306, 1571, 1606, 586, 398, 176, 276, 1720, 1657, 284)->[(-1+1*r5), -2, (1+1*r5), (2+2*r5)]
(387, 899, 1478, 487, 2347, 430, 84, 1883, 188, 2366)->[-2, -4, (1+1*r5), (3+1*r5)]
(1153, 425, 1035, 1359, 2031, 625, 89, 1435, 2012, 1342)->[(-1-1*r5), -4, (3+1*r5), -2]
(1542, 2248, 2059, 908, 622, 496, 598, 1751, 122, 2235)->[(3+1*r5), (1+1*r5), -4, 2]
(1765, 874, 2346, 1689, 1651, 566, 24, 889, 2074, 191)->[(1+1*r5), (-3-1*r5), (0+2*r5), 0]
(35, 36, 195, 391, 1543, 654, 787, 1492, 1045, 1213)->[(-1-1*r5), (0+2*r5), 0, (-3-1*r5)]
(192, 2113, 1416, 1448, 1928, 562, 435, 1526, 1693, 510)->[(1-1*r5), 2, (-5-1*r5), 0]
(2016, 2336, 1124, 1674, 493, 1298, 244, 2388, 344, 1246)->[(1-1*r5), 0, 2, (5+1*r5)]
(1440, 555, 556, 525, 622, 1355, 1550, 2028, 538, 2235)->[(3+1*r5), (0+2*r5), (-1-1*r5), 0]
(545, 859, 931, 1959, 873, 1001, 364, 785, 855, 507)->[(-3-1*r5), 0, (0+2*r5), (1+1*r5)]
(544, 681, 2057, 1338, 981, 1751, 122, 731, 62, 1983)->[(1+1*r5), 4, (-3-1*r5), 2]
(1756, 1828, 1319, 187, 238, 1870, 1522, 123, 540, 1086)->[(1-1*r5), (3+1*r5), (3+1*r5), (-1+1*r5)]
(1280, 2147, 357, 1929, 1450, 1993, 1420, 108, 693, 2234)->[(-1+1*r5), (3+1*r5), (-3-1*r5), (1-1*r5)]
(2341, 646, 1641, 906, 461, 1426, 1462, 1690, 1854, 1247)->[-4, 0, 0, (2+2*r5)]
(614, 711, 1223, 714, 2154, 1196, 2071, 119, 763, 1181)->[2, (-2-2*r5), (-1-1*r5), (-1+1*r5)]
(1989, 330, 43, 1261, 1806, 1840, 1874, 955, 2172, 1567)->[(1-1*r5), -2, (-5-1*r5), 0]
(1761, 676, 329, 106, 1200, 2129, 1651, 918, 889, 1179)->[(-1+1*r5), (-3-1*r5), (3+1*r5), (-1+1*r5)]
(3, 580, 1637, 616, 1290, 432, 1554, 533, 861, 1406)->[2, 0, (-5-1*r5), (-1+1*r5)]
(1344, 1506, 773, 2284, 2253, 787, 1045, 1909, 823, 2239)->[(1-1*r5), (3+1*r5), (1-1*r5), (-3-1*r5)]
(161, 738, 1857, 2275, 965, 268, 1966, 1010, 1527, 508)->[(1+1*r5), (1-1*r5), -2, (2+2*r5)]
(407, 1824, 1703, 873, 1001, 1482, 1233, 20, 631, 2205)->[(-2-2*r5), (1-1*r5), (1+1*r5), 2]
(34, 558, 911, 560, 1714, 819, 1268, 1464, 1434, 991)->[0, (5+1*r5), 2, (-1+1*r5)]
(1283, 905, 1418, 811, 236, 2185, 2159, 112, 2393, 1084)->[2, (-1-1*r5), (-3-1*r5), 4]
(480, 394, 171, 1611, 1741, 2096, 209, 1429, 1271, 1335)->[-2, (-2-2*r5), (-1-1*r5), (-1+1*r5)]
(641, 2337, 871, 1639, 777, 624, 784, 1906, 2261, 1176)->[(2+2*r5), (1-1*r5), (-1-1*r5), -2]
(2370, 1253, 488, 1033, 1164, 845, 1395, 1300, 1078, 1534)->[(1+1*r5), 2, (2+2*r5), (1-1*r5)]
(1537, 772, 1241, 1258, 402, 437, 313, 2330, 1564, 125)->[(1+1*r5), (-1+1*r5), 2, (2+2*r5)]
(518, 235, 1390, 303, 464, 2363, 946, 1816, 1083, 639)->[0, 0, -4, (2+2*r5)]
(709, 2087, 2375, 1226, 1738, 560, 2289, 1714, 1918, 382)->[(1-1*r5), (5+1*r5), 0, 2]
(898, 1346, 1192, 910, 270, 111, 81, 978, 1941, 2005)->[-4, (-3-1*r5), (1+1*r5), 2]
(1667, 484, 1668, 2374, 1387, 242, 1493, 150, 1749, 766)->[-4, 0, (2+2*r5), 0]
(1922, 37, 392, 1995, 972, 1805, 1329, 210, 858, 894)->[-2, (-1+1*r5), (2+2*r5), (1+1*r5)]
(130, 1634, 1608, 2216, 1325, 277, 1944, 1018, 1468, 1151)->[(1-1*r5), -2, (5+1*r5), 0]
(354, 1287, 13, 1421, 400, 273, 1106, 820, 1366, 1945)->[0, (5+1*r5), -2, (1-1*r5)]
(611, 2276, 903, 1960, 849, 1330, 500, 1048, 2072, 2269)->[4, 0, 0, (-2-2*r5)]
(229, 749, 1806, 783, 1743, 657, 1840, 2193, 1526, 510)->[-2, 0, (-5-1*r5), (-1+1*r5)]
(32, 2081, 2019, 2188, 721, 181, 1974, 55, 2106, 63)->[2, (1-1*r5), (2+2*r5), (1+1*r5)]
(384, 2303, 293, 1416, 330, 1806, 1270, 1526, 1307, 1375)->[-2, 0, (-5-1*r5), (1-1*r5)]
(192, 930, 1956, 2348, 1294, 2160, 1137, 562, 1172, 347)->[(1-1*r5), (1+1*r5), (-2-2*r5), -2]
(704, 1219, 1580, 590, 1584, 2332, 1654, 923, 636, 349)->[2, (1+1*r5), (3+1*r5), -4]
(672, 770, 1538, 2186, 299, 687, 720, 2385, 2167, 29)->[(2+2*r5), (-1+1*r5), (1+1*r5), -2]
(288, 418, 1095, 393, 1617, 2228, 406, 87, 1368, 473)->[(-3-1*r5), 4, -2, (1+1*r5)]
(2148, 1483, 1935, 913, 1106, 755, 1945, 2266, 1630, 575)->[(-1+1*r5), (2+2*r5), -2, (-1-1*r5)]
(678, 1643, 1771, 590, 1328, 1584, 441, 1276, 2078, 1311)->[0, (1+1*r5), (0+2*r5), (-3-1*r5)]
(1664, 1762, 424, 1033, 1865, 2377, 845, 337, 342, 1948)->[4, 0, (2+2*r5), 0]
(2209, 900, 1188, 934, 2116, 841, 682, 2284, 469, 2239)->[0, 4, 0, (-2-2*r5)]
(993, 803, 2084, 2245, 1351, 1449, 1737, 2353, 53, 571)->[(0+2*r5), (-1-1*r5), (-3-1*r5), 0]
(66, 386, 546, 325, 521, 1559, 281, 2301, 1950, 223)->[(-1+1*r5), (2+2*r5), -2, (1+1*r5)]
(1792, 1857, 738, 259, 675, 1707, 271, 2130, 86, 600)->[2, (-1-1*r5), (1-1*r5), (2+2*r5)]
(1635, 420, 1067, 1228, 79, 1297, 762, 1339, 2300, 447)->[2, 4, (-1-1*r5), (3+1*r5)]
(64, 1635, 420, 1862, 618, 491, 938, 1236, 1627, 637)->[(1+1*r5), 2, -4, (3+1*r5)]
(99, 419, 2249, 1006, 1519, 1647, 917, 2136, 1214, 798)->[(-3-1*r5), -4, -2, (1+1*r5)]
(2241, 519, 2058, 203, 1292, 17, 1169, 2387, 1724, 2046)->[(-3-1*r5), (1-1*r5), (-3-1*r5), (1-1*r5)]
(2208, 1412, 552, 874, 1229, 1103, 2066, 499, 24, 94)->[(0+2*r5), (-1-1*r5), (3+1*r5), 0]
(1536, 1154, 1187, 294, 362, 1200, 2129, 184, 30, 1503)->[2, (-3-1*r5), 4, (1+1*r5)]
(640, 163, 228, 1926, 2280, 876, 2320, 2390, 2364, 1471)->[4, (1+1*r5), -2, (-3-1*r5)]
(193, 1832, 1385, 1739, 652, 975, 1717, 663, 1497, 1082)->[(2+2*r5), (1-1*r5), (1+1*r5), 2]
(1569, 2049, 647, 1759, 1203, 1817, 1017, 58, 828, 383)->[(-2-2*r5), 2, (1-1*r5), (-1-1*r5)]
(513, 1347, 868, 1610, 2348, 2318, 2160, 340, 2295, 796)->[-2, (1+1*r5), (-3-1*r5), -4]
(576, 1187, 2149, 1689, 1267, 1684, 566, 185, 446, 1503)->[4, (-3-1*r5), (1+1*r5), 2]
(1926, 423, 1097, 876, 1422, 399, 1871, 2094, 471, 536)->[(1+1*r5), (0+2*r5), 0, (-3-1*r5)]
(1184, 520, 936, 1578, 2281, 1068, 464, 1946, 2363, 573)->[(1-1*r5), (-1+1*r5), (-3-1*r5), (3+1*r5)]
(708, 1541, 1895, 74, 363, 2031, 625, 1111, 1593, 475)->[(0-2*r5), (-1-1*r5), (3+1*r5), 0]
(128, 1056, 1088, 1799, 686, 1230, 1552, 241, 1843, 413)->[2, (1-1*r5), (2+2*r5), (-1-1*r5)]
(1315, 166, 263, 1677, 1838, 2161, 244, 344, 218, 1212)->[0, 2, (-1+1*r5), (5+1*r5)]
(2082, 1219, 1701, 679, 234, 875, 813, 494, 1518, 636)->[(1+1*r5), 2, 4, (-3-1*r5)]
(2242, 1958, 39, 750, 1981, 2063, 753, 2137, 381, 1215)->[(0-2*r5), (1+1*r5), (-3-1*r5), 0]
(832, 548, 134, 327, 489, 1451, 335, 80, 1777, 155)->[(-1-1*r5), -4, (-3-1*r5), -2]
(1281, 1447, 2376, 777, 1362, 1810, 1908, 2067, 2261, 1178)->[(2+2*r5), (-1-1*r5), -2, (1-1*r5)]
(2246, 2152, 937, 1578, 814, 1816, 116, 1782, 824, 2363)->[(1-1*r5), 2, (-1-1*r5), (2+2*r5)]
(999, 2218, 1197, 1553, 1652, 1685, 2104, 1467, 2175, 767)->[4, (-2-2*r5), 0, 0]
(352, 1223, 1705, 2154, 459, 141, 815, 143, 1748, 1623)->[4, (-3-1*r5), (-1-1*r5), 2]
(453, 1064, 745, 1992, 1168, 1939, 1525, 2166, 2169, 189)->[4, -2, (-3-1*r5), (-1-1*r5)]
(642, 1061, 779, 1004, 1100, 1557, 2230, 25, 1851, 1407)->[(-1-1*r5), (0+2*r5), 0, (3+1*r5)]
(326, 1510, 1567, 1777, 1653, 155, 2172, 285, 542, 863)->[(1-1*r5), (-1-1*r5), (-2-2*r5), -2]
(993, 3, 200, 616, 1449, 1070, 537, 1146, 252, 1628)->[(1+1*r5), -2, (-2-2*r5), (-1+1*r5)]
(386, 223, 1186, 1863, 1961, 689, 1460, 22, 2300, 447)->[0, (3+1*r5), (-1-1*r5), (0+2*r5)]
(1697, 2086, 2282, 1747, 117, 316, 1208, 1020, 2109, 1438)->[(-1+1*r5), (-1+1*r5), (-3-1*r5), (-3-1*r5)]
(535, 684, 1614, 2063, 949, 895, 2296, 1819, 381, 831)->[(-3-1*r5), (0+2*r5), (-1-1*r5), 0]
(68, 2310, 2393, 1612, 1070, 112, 433, 19, 537, 1402)->[4, -2, (-3-1*r5), (1+1*r5)]
(833, 801, 2185, 303, 2159, 946, 1074, 692, 1661, 318)->[(-1+1*r5), (1-1*r5), (-3-1*r5), (3+1*r5)]
(1899, 909, 270, 1709, 1648, 754, 1941, 408, 2013, 222)->[(-3-1*r5), (-3-1*r5), (-1+1*r5), (-1+1*r5)]
(160, 2210, 1008, 1617, 2323, 980, 2228, 411, 829, 1663)->[(-2-2*r5), 2, (1-1*r5), (1+1*r5)]
(512, 1888, 2114, 1924, 1705, 2345, 300, 2032, 1748, 2391)->[(1+1*r5), (-3-1*r5), -2, 4]
(1641, 1003, 28, 1425, 1426, 2164, 569, 476, 1886, 607)->[(-3-1*r5), (1-1*r5), (-1+1*r5), (3+1*r5)]
(737, 773, 933, 137, 1071, 1935, 1909, 1879, 665, 575)->[0, (2+2*r5), 0, -4]
(2304, 866, 2397, 594, 1013, 886, 887, 2079, 1309, 31)->[(3+1*r5), (-1+1*r5), (1-1*r5), (3+1*r5)]
(1568, 97, 102, 262, 1997, 793, 2140, 93, 1694, 1951)->[(3+1*r5), -2, (1+1*r5), -4]
(128, 65, 5, 679, 234, 554, 1678, 241, 530, 1590)->[(1+1*r5), 0, (3+1*r5), (0-2*r5)]
(1633, 1985, 1732, 199, 1193, 1353, 492, 1235, 1780, 1334)->[2, (-1-1*r5), (-1+1*r5), (-2-2*r5)]
(2080, 38, 1542, 1256, 2248, 207, 2131, 757, 439, 570)->[(3+1*r5), (-1+1*r5), (-3-1*r5), (-1+1*r5)]
(961, 1409, 1602, 1065, 1998, 560, 2289, 1268, 1466, 91)->[-2, (5+1*r5), (-1+1*r5), 0]
(995, 1252, 1897, 1006, 1647, 754, 408, 1177, 1626, 27)->[(0-2*r5), (-3-1*r5), 0, (1+1*r5)]
(1431, 1669, 998, 1607, 1321, 107, 44, 1204, 438, 1238)->[(0-2*r5), 0, (-1-1*r5), (3+1*r5)]
(225, 2210, 1382, 1427, 1555, 1496, 795, 956, 829, 2270)->[(-2-2*r5), (-1+1*r5), (-1-1*r5), 2]
(1664, 2208, 1446, 2183, 424, 1739, 1835, 1103, 2128, 1082)->[(3+1*r5), (1-1*r5), (3+1*r5), (-1+1*r5)]
(1507, 1444, 1540, 1864, 1370, 2259, 1399, 1242, 1243, 1917)->[(-5-1*r5), 0, (-1+1*r5), -2]
(643, 166, 925, 1838, 402, 2077, 1852, 125, 254, 159)->[2, (1+1*r5), (-1+1*r5), (2+2*r5)]
(1061, 486, 1095, 1285, 393, 1100, 1740, 559, 1107, 1620)->[(0-2*r5), (3+1*r5), 0, (1+1*r5)]
