(4805, 5449, 362, 140, 1837, 557, 5103, 6002, 2803, 891)->[(-3-1*r5), (-1-1*r5), -4, -2]
(96, 4553, 3726, 6959, 3409, 3891, 2740, 4118, 216, 3515)->[(-1+1*r5), (-2-2*r5), -2, (-1-1*r5)]
(6436, 3480, 746, 5387, 2319, 5231, 243, 981, 4405, 2840)->[(2+2*r5), (1+1*r5), -2, (-1+1*r5)]
(7105, 6978, 4008, 4905, 7048, 1678, 5967, 4148, 4661, 2333)->[(-1-1*r5), -2, (-2-2*r5), (1-1*r5)]
(5697, 4067, 5059, 5895, 5225, 1614, 4784, 977, 378, 6879)->[0, (-2-2*r5), 4, 0]
(3910, 712, 6089, 6124, 4078, 4655, 209, 2101, 4919, 3871)->[-2, (1+1*r5), (1-1*r5), (-2-2*r5)]
(5926, 5071, 1148, 6739, 6229, 6485, 6554, 3099, 3516, 4831)->[(3+1*r5), (-1-1*r5), -4, -2]
(4903, 649, 1130, 1291, 5995, 1038, 943, 5299, 5875, 7060)->[2, (-1+1*r5), (2+2*r5), (-1-1*r5)]
(4352, 4068, 2790, 2475, 3631, 6067, 1848, 2491, 5788, 671)->[(-1-1*r5), -2, -4, (-3-1*r5)]
(6403, 2408, 6856, 5418, 5968, 2293, 1271, 923, 2461, 927)->[(-1+1*r5), (1-1*r5), (-3-1*r5), (3+1*r5)]
(6149, 4102, 4936, 5481, 1646, 4240, 3379, 1012, 821, 1439)->[0, (2+2*r5), -4, 0]
(1510, 9, 4170, 3884, 2158, 4782, 5619, 5237, 6453, 5114)->[0, (1+1*r5), (0-2*r5), (-3-1*r5)]
(2784, 3906, 6211, 1221, 176, 3889, 4370, 1558, 1814, 5816)->[(1+1*r5), 2, -4, (-3-1*r5)]
(5146, 1572, 3016, 3916, 4205, 1106, 2003, 3222, 3766, 1562)->[-2, (-1-1*r5), (3+1*r5), -4]
(3683, 6116, 2597, 5573, 4236, 498, 2359, 1210, 5819, 3836)->[(-3-1*r5), 0, (0+2*r5), (1+1*r5)]
(66, 4323, 7107, 1701, 1066, 4298, 2037, 1526, 2170, 1150)->[(1+1*r5), 2, (-2-2*r5), (1-1*r5)]
(578, 4168, 4872, 6765, 4174, 5647, 2385, 4497, 1940, 6521)->[(-1-1*r5), (3+1*r5), (0-2*r5), 0]
(7109, 6150, 6887, 4714, 1489, 6483, 2681, 3194, 604, 6525)->[0, 0, (-2-2*r5), 4]
(6402, 5734, 6478, 1743, 655, 5649, 6895, 917, 154, 5181)->[-4, 0, 0, (-2-2*r5)]
(4480, 6561, 3010, 422, 5160, 5576, 4211, 503, 1149, 6910)->[2, (5+1*r5), (-1+1*r5), 0]
(2242, 4390, 6605, 398, 2353, 1975, 3416, 2394, 2683, 2204)->[(-2-2*r5), (1-1*r5), (1+1*r5), 2]
(4896, 382, 5861, 2668, 44, 4461, 4337, 6417, 2904, 606)->[-4, (-3-1*r5), (1+1*r5), -2]
(1954, 998, 5990, 1005, 2543, 2355, 3667, 1333, 5683, 1819)->[(-5-1*r5), 0, (-1+1*r5), 2]
(4032, 2530, 4649, 6750, 2673, 3857, 7094, 4792, 3353, 5950)->[2, (1-1*r5), 0, (5+1*r5)]
(2656, 1730, 2082, 2756, 1574, 1478, 1416, 2569, 523, 2129)->[0, 4, (-2-2*r5), 0]
(5186, 1609, 4907, 3213, 2063, 5971, 3252, 532, 4565, 4796)->[-4, (3+1*r5), (-1-1*r5), 2]
(5537, 2630, 6727, 3468, 6796, 2607, 729, 6395, 2300, 6781)->[0, 4, 0, (-2-2*r5)]
(4033, 2755, 6437, 7084, 751, 5839, 4439, 6872, 5562, 2619)->[-2, (-1+1*r5), (2+2*r5), (1+1*r5)]
(1760, 1921, 327, 2954, 6609, 6610, 1459, 3540, 6770, 2783)->[(-1-1*r5), (1-1*r5), 2, (-2-2*r5)]
(2368, 2626, 2662, 366, 7151, 5361, 3923, 666, 2553, 1658)->[(2+2*r5), (1+1*r5), 2, (-1+1*r5)]
(5415, 2506, 3370, 4619, 814, 4881, 2259, 5589, 2844, 1086)->[(-3-1*r5), -4, -2, (-1-1*r5)]
(5447, 2089, 3050, 2155, 1292, 1010, 2194, 1014, 2169, 58)->[0, (-5-1*r5), 2, (-1+1*r5)]
(3459, 4003, 2729, 171, 2669, 4685, 2225, 2198, 470, 2875)->[(-3-1*r5), (-1-1*r5), 0, (0+2*r5)]
(6400, 3716, 4423, 3211, 2157, 4398, 7061, 4153, 3195, 4959)->[(1-1*r5), -2, (5+1*r5), 0]
(6080, 1889, 5693, 2822, 5323, 2796, 2125, 6066, 2360, 1405)->[(5+1*r5), 0, (-1+1*r5), 2]
(1120, 3755, 5389, 4558, 4340, 4917, 2326, 6938, 4731, 3518)->[(3+1*r5), (-1+1*r5), (-1+1*r5), (-3-1*r5)]
(2050, 1987, 6297, 4133, 231, 7054, 4980, 1689, 5306, 3164)->[(-3-1*r5), (-1+1*r5), (3+1*r5), (-1+1*r5)]
(1891, 5380, 6457, 7147, 1839, 4208, 6550, 4217, 412, 2398)->[(3+1*r5), (0-2*r5), (1+1*r5), 0]
(481, 5922, 3172, 2407, 5127, 1581, 728, 4986, 6811, 2367)->[(-2-2*r5), (1+1*r5), 2, (-1+1*r5)]
(6822, 1895, 6215, 5065, 2031, 1328, 4467, 6131, 6714, 350)->[-4, (1+1*r5), -2, (-3-1*r5)]
(2816, 1729, 1639, 2791, 5673, 148, 2165, 6197, 2265, 1021)->[(0+2*r5), (1+1*r5), (3+1*r5), 0]
(4388, 5765, 1734, 391, 5546, 4075, 4364, 5811, 2646, 2975)->[4, 2, (-3-1*r5), (-1-1*r5)]
(1953, 5572, 69, 4549, 1224, 3273, 1930, 1262, 5679, 5201)->[4, 0, 0, (2+2*r5)]
(6621, 3970, 3869, 1007, 1297, 881, 4145, 182, 4316, 509)->[4, (3+1*r5), (1+1*r5), -2]
(3394, 7046, 3527, 3385, 3789, 4943, 5877, 5973, 5719, 1017)->[(1+1*r5), (1-1*r5), -2, (-2-2*r5)]
(6499, 3364, 553, 1481, 873, 303, 2768, 2070, 2876, 3167)->[(1+1*r5), 0, (3+1*r5), (0+2*r5)]
(4673, 3523, 165, 903, 2920, 2963, 3987, 1238, 5720, 4573)->[4, -2, (3+1*r5), (1+1*r5)]
(5534, 5795, 2187, 4492, 6539, 4495, 1877, 2298, 5406, 2751)->[(-2-2*r5), -2, (-1+1*r5), (-1-1*r5)]
(2146, 3301, 170, 6155, 940, 6890, 4624, 3508, 120, 1338)->[0, 0, (2+2*r5), 4]
(2592, 75, 4812, 941, 6446, 3887, 2961, 3444, 1177, 3612)->[(-3-1*r5), (1+1*r5), -4, 2]
(643, 100, 3525, 5414, 5924, 2897, 4310, 6390, 6646, 7131)->[(3+1*r5), (1+1*r5), -4, -2]
(6850, 931, 6115, 714, 907, 4366, 6482, 1556, 4692, 1401)->[2, (-1+1*r5), (2+2*r5), (1+1*r5)]
(4256, 5091, 2725, 2153, 4138, 5003, 2765, 3664, 1268, 7161)->[-2, (1-1*r5), (-2-2*r5), (-1-1*r5)]
(5514, 3786, 4874, 6186, 6509, 3055, 6935, 5848, 6266, 6842)->[(-2-2*r5), 4, 0, 0]
(6145, 514, 5929, 5262, 5295, 3537, 5714, 5912, 4089, 5246)->[(-3-1*r5), (1-1*r5), (-3-1*r5), (1-1*r5)]
(2464, 4891, 2435, 6950, 3847, 6286, 6386, 5015, 1368, 4187)->[(1-1*r5), 2, (-5-1*r5), 0]
(3648, 291, 2312, 5961, 6760, 245, 21, 538, 6907, 4124)->[(1-1*r5), (-1+1*r5), (-3-1*r5), (-3-1*r5)]
(740, 551, 4871, 3149, 3312, 4528, 6036, 790, 2455, 5467)->[(1+1*r5), (1-1*r5), 2, (2+2*r5)]
(5666, 5062, 3051, 431, 4432, 6005, 5206, 5337, 6618, 4991)->[(3+1*r5), (-1+1*r5), (-1+1*r5), (3+1*r5)]
(609, 2211, 484, 453, 870, 3623, 4070, 4355, 812, 6142)->[4, -2, (-3-1*r5), (-1-1*r5)]
(3043, 5927, 2026, 2446, 5903, 2166, 5782, 1272, 4574, 287)->[2, 0, (5+1*r5), (1-1*r5)]
(423, 4268, 3309, 4844, 79, 5651, 6326, 3991, 505, 6780)->[(1+1*r5), 4, (-3-1*r5), -2]
(5580, 4237, 3088, 1652, 501, 3572, 5492, 1533, 1982, 6463)->[0, (-1-1*r5), (0+2*r5), (3+1*r5)]
(1409, 5858, 6, 3049, 780, 4825, 4117, 6519, 697, 3770)->[-4, 0, (-2-2*r5), 0]
(896, 577, 193, 3494, 233, 1036, 5169, 6097, 3733, 3706)->[4, 2, (3+1*r5), (-1-1*r5)]
(644, 2084, 5227, 6859, 6381, 272, 4816, 3607, 4954, 6269)->[(-1+1*r5), (-1+1*r5), (-3-1*r5), (-3-1*r5)]
(5600, 6563, 5701, 3886, 2864, 2161, 4691, 6295, 2744, 4378)->[(-5-1*r5), 0, (1-1*r5), 2]
(3393, 3493, 3753, 2224, 6099, 2196, 5141, 183, 5688, 4894)->[(1-1*r5), (5+1*r5), 0, -2]
(386, 6749, 325, 5349, 5640, 5133, 3057, 5753, 474, 4509)->[(2+2*r5), (-1+1*r5), (-1-1*r5), -2]
(7011, 5508, 6982, 4519, 399, 4403, 5684, 661, 6452, 4061)->[(1+1*r5), (-3-1*r5), -2, -4]
(321, 5474, 3142, 6246, 6247, 139, 3243, 4627, 2742, 1979)->[2, (-2-2*r5), (1+1*r5), (1-1*r5)]
(5824, 2946, 2852, 1865, 971, 6092, 7092, 3484, 1564, 6719)->[(-1-1*r5), (-2-2*r5), (1-1*r5), -2]
(6275, 196, 6376, 2604, 3922, 469, 6679, 1753, 2717, 3359)->[(1+1*r5), 4, (3+1*r5), 2]
(4424, 2290, 2419, 3797, 4183, 631, 4213, 3419, 6237, 2494)->[(-3-1*r5), (3+1*r5), (1-1*r5), (-1+1*r5)]
(128, 2937, 5577, 363, 3501, 1070, 1294, 7153, 441, 2969)->[(-1-1*r5), (-3-1*r5), 2, 4]
(4417, 742, 1542, 2122, 1261, 2354, 1147, 253, 3806, 6239)->[(-1+1*r5), (3+1*r5), (-1+1*r5), (-3-1*r5)]
(3296, 7009, 5797, 6919, 5704, 143, 1521, 4023, 2423, 3065)->[(-3-1*r5), (1+1*r5), -4, -2]
(5764, 999, 2088, 5359, 3440, 2452, 247, 6426, 1854, 4223)->[0, -4, (2+2*r5), 0]
(329, 6121, 4238, 6930, 1203, 916, 277, 2805, 2934, 829)->[0, (-2-2*r5), 0, -4]
(4985, 6370, 2025, 6058, 4850, 5559, 537, 1723, 2044, 5405)->[(1-1*r5), 0, 2, (-5-1*r5)]
(1505, 2971, 74, 6831, 273, 3636, 2965, 694, 507, 1917)->[(3+1*r5), 4, -2, (-1-1*r5)]
(1027, 67, 1507, 4453, 1611, 6476, 5390, 630, 6107, 3006)->[0, (-5-1*r5), 2, (1-1*r5)]
(6018, 3079, 6792, 3145, 4017, 3828, 1909, 567, 4537, 3230)->[(1+1*r5), -2, -4, (3+1*r5)]
(3108, 2116, 5477, 2090, 747, 2507, 4554, 5962, 6032, 6874)->[2, -4, (-1-1*r5), (3+1*r5)]
(2917, 3113, 6634, 6672, 2773, 5144, 6619, 1692, 3933, 2399)->[2, 0, (-5-1*r5), (-1+1*r5)]
(3873, 6425, 3978, 2892, 4849, 788, 2040, 3545, 6653, 7166)->[0, 0, -4, (2+2*r5)]
(4640, 1761, 2466, 3650, 3911, 296, 6348, 2575, 3097, 3103)->[(3+1*r5), (3+1*r5), (-1+1*r5), (1-1*r5)]
(5252, 3141, 5318, 5796, 3596, 910, 2641, 6163, 5397, 5214)->[(1+1*r5), -2, -4, (-3-1*r5)]
(2724, 2440, 4264, 2378, 3982, 6992, 374, 3030, 2972, 6141)->[0, (0-2*r5), (-3-1*r5), (1+1*r5)]
(4289, 6273, 3811, 5283, 2442, 4272, 6832, 2231, 5273, 2718)->[(1+1*r5), (-1+1*r5), 2, (2+2*r5)]
(6271, 5637, 1319, 2184, 2825, 4199, 2414, 4500, 1436, 2335)->[(-2-2*r5), (-1-1*r5), 2, (-1+1*r5)]
(7, 3849, 396, 77, 5261, 5457, 7058, 6712, 5017, 2299)->[(1+1*r5), 2, 4, (-3-1*r5)]
(5344, 5604, 6564, 102, 6152, 682, 13, 6775, 3293, 5599)->[(-2-2*r5), (1-1*r5), (1+1*r5), -2]
(1984, 6812, 4901, 3497, 1004, 2733, 691, 1336, 3096, 3804)->[(3+1*r5), (-1-1*r5), 0, (0+2*r5)]
(99, 5478, 49, 5235, 5653, 2776, 1273, 954, 5725, 5727)->[4, (-1-1*r5), 2, (3+1*r5)]
(7077, 648, 2445, 5263, 3601, 2867, 6871, 5752, 3769, 5982)->[0, 4, (2+2*r5), 0]
(2624, 1255, 4072, 1231, 3796, 1845, 6070, 5528, 3995, 4636)->[(1-1*r5), (3+1*r5), (3+1*r5), (-1+1*r5)]
(1672, 7178, 1069, 271, 1074, 4180, 1461, 3445, 4950, 5621)->[2, (-3-1*r5), -4, (1+1*r5)]
(258, 290, 4099, 6718, 5738, 5805, 466, 3253, 125, 1886)->[(-1+1*r5), (1-1*r5), (3+1*r5), (3+1*r5)]
(3844, 4036, 711, 1417, 5321, 5100, 5810, 1075, 2363, 6845)->[4, (-3-1*r5), (1+1*r5), -2]
(2498, 6914, 6598, 3657, 3695, 6586, 1111, 2777, 5626, 1791)->[-2, 4, (-1-1*r5), (3+1*r5)]
(448, 1316, 6948, 1225, 238, 754, 6103, 5879, 6074, 6843)->[2, (1-1*r5), (-2-2*r5), (-1-1*r5)]
(4481, 6399, 4860, 6916, 6407, 3306, 5007, 2899, 1724, 5375)->[(0+2*r5), 0, (1+1*r5), (-3-1*r5)]
(7017, 6794, 4526, 110, 3093, 246, 6966, 7128, 4409, 5594)->[(2+2*r5), (1-1*r5), (1+1*r5), 2]
(2113, 2753, 4139, 1196, 1613, 558, 5695, 5777, 3479, 5311)->[(1+1*r5), (3+1*r5), -2, 4]
(673, 3297, 5923, 4260, 613, 7049, 6282, 6347, 591, 1599)->[(1-1*r5), 2, (-1-1*r5), (2+2*r5)]
(1985, 4582, 6154, 2859, 6699, 5806, 3599, 4210, 7035, 6524)->[(-3-1*r5), (-1-1*r5), -4, 2]
(3392, 293, 4902, 3338, 7020, 2712, 5524, 5687, 1496, 3801)->[(-2-2*r5), (1+1*r5), -2, (-1+1*r5)]
(929, 5476, 3173, 5884, 7108, 4840, 5525, 4791, 4379, 4892)->[(5+1*r5), (1-1*r5), -2, 0]
(6401, 965, 4136, 1257, 2761, 1897, 3633, 5945, 3613, 2239)->[-4, (3+1*r5), (-1-1*r5), -2]
(5889, 4678, 6214, 41, 4909, 1008, 2736, 6771, 1435, 1310)->[-2, (1-1*r5), 0, (-5-1*r5)]
(4193, 6530, 4325, 4171, 876, 6891, 2617, 3737, 6643, 1529)->[(0-2*r5), (1+1*r5), (3+1*r5), 0]
(4962, 3939, 4550, 2951, 6125, 1104, 2865, 3728, 1462, 4823)->[(-1-1*r5), 4, (3+1*r5), -2]
(3748, 5092, 3590, 3660, 6077, 3280, 6106, 5596, 989, 5438)->[(3+1*r5), 2, (1+1*r5), 4]
(3203, 3047, 2344, 6472, 1579, 2096, 5009, 5558, 1815, 765)->[-2, (1-1*r5), 0, (5+1*r5)]
(3098, 2436, 5699, 7175, 1707, 4396, 1717, 3674, 6555, 7164)->[2, (-1-1*r5), (3+1*r5), -4]
(6689, 5284, 2858, 2315, 2572, 781, 1553, 660, 443, 5020)->[(-3-1*r5), (1-1*r5), (1-1*r5), (3+1*r5)]
(6721, 1923, 5539, 2763, 3895, 4862, 528, 2550, 2134, 3614)->[(-1+1*r5), -2, (-5-1*r5), 0]
(1155, 1958, 3816, 6984, 3980, 2640, 3705, 7185, 3094, 2809)->[(1+1*r5), (0-2*r5), 0, (3+1*r5)]
(1537, 4457, 6218, 11, 6258, 1363, 5109, 3482, 5564, 1438)->[(3+1*r5), (1-1*r5), (3+1*r5), (1-1*r5)]
(1922, 4261, 1554, 3027, 3347, 4343, 825, 4858, 5179, 1983)->[(1+1*r5), -2, (2+2*r5), (1-1*r5)]
(832, 1443, 2051, 2024, 4904, 1453, 1361, 7159, 345, 3903)->[(-3-1*r5), (0-2*r5), (-1-1*r5), 0]
(3872, 4672, 6528, 6688, 6816, 1843, 6259, 4055, 445, 799)->[4, -2, (-3-1*r5), (1+1*r5)]
(6722, 1860, 3396, 3080, 4715, 1998, 1744, 3120, 6941, 3710)->[(3+1*r5), -4, 2, (1+1*r5)]
(4128, 6374, 7021, 4529, 6995, 2679, 6682, 2907, 5374, 4062)->[(-3-1*r5), (-1+1*r5), (-3-1*r5), (1-1*r5)]
(5248, 5185, 5954, 5032, 5836, 3762, 786, 3862, 4119, 3579)->[(0+2*r5), (1+1*r5), (-3-1*r5), 0]
(1696, 353, 3777, 4101, 4328, 2383, 1456, 5234, 4021, 4503)->[(-1-1*r5), (-3-1*r5), (0+2*r5), 0]
(6242, 2406, 71, 1704, 3750, 752, 5690, 2397, 5694, 2303)->[(-1+1*r5), 0, -2, (5+1*r5)]
(4768, 4161, 3362, 7013, 1670, 1448, 2633, 4204, 5781, 1821)->[-2, 0, (-5-1*r5), (1-1*r5)]
(6724, 1576, 5097, 1355, 6317, 3182, 1169, 146, 1427, 4057)->[(3+1*r5), (1-1*r5), (-1+1*r5), (3+1*r5)]
(641, 6342, 4488, 2058, 1771, 2699, 719, 885, 6108, 2078)->[(-2-2*r5), (1+1*r5), -2, (1-1*r5)]
(1732, 1541, 4455, 5066, 430, 5523, 3861, 6648, 667, 1788)->[0, (0+2*r5), (3+1*r5), (1+1*r5)]
(3463, 785, 3794, 2836, 5845, 3158, 6743, 312, 6300, 6782)->[0, 0, (-2-2*r5), -4]
(3619, 264, 1098, 1548, 1677, 5423, 3890, 439, 5180, 4413)->[(-2-2*r5), (-1+1*r5), (-1-1*r5), 2]
(7180, 3725, 3438, 3214, 336, 4781, 5008, 5105, 5461, 3454)->[(1+1*r5), -4, (-3-1*r5), 2]
(2561, 2882, 3111, 4426, 6702, 3888, 3542, 6041, 4670, 6527)->[-2, (-1-1*r5), (1-1*r5), (2+2*r5)]
(1926, 2279, 3305, 843, 3404, 1519, 5041, 1171, 2807, 4473)->[4, (3+1*r5), (1+1*r5), 2]
(4833, 1826, 4259, 756, 3478, 4470, 2009, 2618, 4219, 1565)->[(2+2*r5), 2, (-1+1*r5), (1+1*r5)]
(6753, 2947, 5083, 1031, 1676, 6741, 6263, 600, 2555, 798)->[(0+2*r5), (3+1*r5), 0, (-1-1*r5)]
(3905, 2017, 5193, 1643, 2701, 4749, 5550, 4081, 6649, 6783)->[(1+1*r5), -2, (-2-2*r5), (-1+1*r5)]
(3328, 6050, 1187, 7010, 3302, 1482, 3795, 3320, 2651, 6044)->[(2+2*r5), (-1+1*r5), (1+1*r5), 2]
(3585, 2, 5155, 133, 3238, 1287, 680, 2069, 4505, 5404)->[(-1-1*r5), 4, (-3-1*r5), -2]
(3521, 515, 2372, 2250, 1900, 7181, 942, 6815, 5914, 5343)->[(-2-2*r5), (-1-1*r5), -2, (-1+1*r5)]
(4069, 3629, 7069, 5745, 562, 2902, 4663, 4506, 637, 1630)->[(-3-1*r5), (1+1*r5), 4, 2]
(259, 2984, 4201, 6987, 3150, 5072, 2609, 6228, 1818, 7195)->[(1-1*r5), (-3-1*r5), (-1+1*r5), (3+1*r5)]
(6497, 5090, 6663, 744, 2537, 5045, 6997, 5207, 3581, 3551)->[(3+1*r5), -2, (1+1*r5), -4]
(4192, 1343, 5029, 6129, 4594, 6847, 2517, 4821, 5847, 1759)->[(-1+1*r5), 0, -2, (-5-1*r5)]
(4515, 1092, 677, 6829, 5936, 850, 20, 2421, 90, 7003)->[(1-1*r5), (-1-1*r5), (-2-2*r5), 2]
(736, 5634, 707, 6185, 1034, 1740, 6225, 5746, 5075, 4701)->[(1-1*r5), (-2-2*r5), 2, (1+1*r5)]
(2754, 5862, 3944, 5483, 6669, 4698, 3062, 986, 4829, 1919)->[(-1-1*r5), -4, (-3-1*r5), 2]
(2913, 6626, 6083, 427, 6990, 1073, 5913, 7191, 569, 5340)->[(5+1*r5), 0, (1-1*r5), 2]
(1377, 6177, 7075, 1862, 5382, 6506, 5485, 150, 278, 5942)->[(1-1*r5), (-3-1*r5), (3+1*r5), (-1+1*r5)]
(3072, 1029, 2854, 5643, 3628, 6801, 2131, 1683, 310, 3868)->[2, (-2-2*r5), (-1-1*r5), (-1+1*r5)]
(6939, 2245, 6318, 6236, 3831, 5529, 4254, 636, 3644, 1023)->[0, (-2-2*r5), 0, 4]
(4066, 6726, 6184, 5709, 6159, 2800, 4113, 2162, 2332, 4286)->[(-1+1*r5), (-1-1*r5), (-2-2*r5), -2]
(2402, 7142, 2793, 2001, 3634, 5265, 852, 5553, 763, 541)->[(-3-1*r5), -4, 2, (-1-1*r5)]
(801, 5794, 3907, 5353, 1970, 4277, 1112, 5338, 1051, 3422)->[(3+1*r5), (3+1*r5), (1-1*r5), (1-1*r5)]
(6303, 1185, 1666, 4802, 4006, 1195, 5046, 4285, 2813, 5631)->[-2, (-1-1*r5), (1-1*r5), (-2-2*r5)]
(5920, 6945, 3654, 4585, 5226, 3661, 467, 5624, 6363, 1567)->[0, (3+1*r5), (-1-1*r5), (0+2*r5)]
(6049, 4778, 7146, 6287, 4114, 2866, 4020, 4885, 2330, 1853)->[(1+1*r5), (3+1*r5), -2, -4]
(3971, 4681, 650, 4639, 80, 2320, 5043, 2711, 2715, 95)->[(2+2*r5), (-1+1*r5), (1+1*r5), -2]
(3168, 4320, 6341, 904, 2284, 5581, 5198, 4820, 6486, 2266)->[0, 2, (1-1*r5), (5+1*r5)]
(4643, 486, 2504, 6090, 3822, 657, 1714, 3475, 3317, 1019)->[(3+1*r5), 0, (0+2*r5), (-1-1*r5)]
(3587, 2565, 2376, 2797, 4016, 5778, 5939, 6389, 4090, 3325)->[(3+1*r5), 2, (-1-1*r5), 4]
(993, 2433, 1252, 1924, 302, 3984, 851, 1365, 6102, 2552)->[(1+1*r5), (3+1*r5), (0-2*r5), 0]
(388, 5096, 939, 1325, 6705, 4306, 2035, 4605, 1566, 4287)->[0, (1-1*r5), (-5-1*r5), -2]
(3681, 4097, 390, 4038, 6600, 201, 4107, 5203, 311, 2846)->[0, (0-2*r5), (-3-1*r5), (-1-1*r5)]
(2118, 1674, 4141, 592, 4848, 1460, 3543, 3640, 3673, 1693)->[-4, (-2-2*r5), 0, 0]
(3267, 775, 6791, 4650, 2193, 4753, 3930, 5245, 5854, 4607)->[(2+2*r5), 0, -4, 0]
(2848, 2627, 5763, 4806, 3466, 909, 3954, 884, 4084, 3867)->[(3+1*r5), (1-1*r5), (1-1*r5), (3+1*r5)]
(6462, 4583, 6536, 7112, 3118, 3823, 5491, 7129, 3100, 2782)->[0, 0, 4, (-2-2*r5)]
(4769, 2018, 3555, 550, 1067, 2347, 6638, 1240, 89, 6043)->[(-3-1*r5), (-1+1*r5), (1-1*r5), (-3-1*r5)]
(4835, 5220, 1893, 4357, 6380, 207, 1139, 6460, 60, 1309)->[(-3-1*r5), (-1+1*r5), (-1+1*r5), (-3-1*r5)]
(2080, 2849, 3340, 2637, 5843, 1620, 6134, 1690, 63, 1823)->[(-3-1*r5), (-3-1*r5), (-1+1*r5), (-1+1*r5)]
(3303, 4265, 4652, 1933, 2574, 5552, 4722, 979, 4531, 319)->[-4, (1+1*r5), 2, (-3-1*r5)]
(2944, 4544, 1538, 2243, 5350, 2471, 1577, 908, 1842, 1373)->[-2, (-1-1*r5), (-1+1*r5), (-2-2*r5)]
(1536, 2722, 5698, 1028, 773, 2470, 6947, 525, 2481, 4539)->[(1+1*r5), (-1+1*r5), 2, (-2-2*r5)]
(4516, 314, 367, 3568, 6746, 1592, 698, 5307, 3708, 3870)->[0, 0, (2+2*r5), -4]
(1410, 5891, 2021, 5093, 2983, 7082, 6766, 2512, 3346, 4924)->[(-3-1*r5), (-3-1*r5), (1-1*r5), (1-1*r5)]
(2049, 1315, 5124, 6504, 31, 4437, 4856, 4251, 3548, 3647)->[(5+1*r5), 0, (1-1*r5), -2]
(419, 4291, 3044, 7113, 5037, 4974, 5646, 5773, 2996, 3228)->[-2, (-1-1*r5), (-1+1*r5), (2+2*r5)]
(6498, 2831, 5585, 6577, 6929, 7123, 1372, 3384, 3196, 6431)->[(2+2*r5), -2, (-1+1*r5), (-1-1*r5)]
(4576, 4322, 1283, 5863, 6567, 4047, 6260, 565, 7192, 2811)->[-2, (1+1*r5), (3+1*r5), 4]
(6529, 2309, 1511, 4303, 5744, 3985, 6513, 5882, 5691, 3966)->[(-1+1*r5), (2+2*r5), 2, (-1-1*r5)]
(257, 450, 900, 549, 104, 6057, 522, 972, 2610, 5171)->[-4, -2, (3+1*r5), (-1-1*r5)]
(2695, 6091, 6925, 3600, 6896, 7038, 5754, 5304, 5498, 2558)->[(-3-1*r5), (-1+1*r5), (-3-1*r5), (-1+1*r5)]
(5219, 3815, 6983, 2986, 6071, 2262, 822, 5878, 3290, 5119)->[(-1+1*r5), -2, (1+1*r5), (2+2*r5)]
(4349, 454, 5766, 7080, 2156, 4695, 3897, 4121, 1597, 1694)->[-4, (-1-1*r5), -2, (3+1*r5)]
(4611, 6377, 3403, 5067, 1550, 529, 2450, 6072, 3768, 859)->[(-1+1*r5), -2, (-1-1*r5), (-2-2*r5)]
(2501, 4395, 3372, 1870, 3352, 4249, 2906, 4956, 2334, 575)->[-2, (3+1*r5), 4, (1+1*r5)]
(4387, 4198, 3913, 5424, 593, 6904, 2771, 5336, 1756, 2045)->[-2, (-5-1*r5), (-1+1*r5), 0]
(323, 356, 3208, 937, 2889, 2956, 4300, 1369, 6906, 159)->[(-1+1*r5), (-1+1*r5), (-3-1*r5), (3+1*r5)]
(4000, 3553, 355, 2542, 1422, 2992, 3793, 1650, 5142, 3391)->[0, (0-2*r5), (3+1*r5), (-1-1*r5)]
(1025, 1058, 3617, 6981, 585, 3535, 2448, 3315, 6516, 4957)->[(3+1*r5), (-1+1*r5), (3+1*r5), (-1+1*r5)]
(3106, 5890, 4007, 7144, 4270, 1138, 1492, 5748, 6422, 7189)->[-4, -2, (-3-1*r5), (-1-1*r5)]
(1601, 5217, 4997, 3656, 105, 6696, 820, 3413, 3326, 1279)->[(-1-1*r5), -2, -4, (3+1*r5)]
(899, 1162, 3627, 4365, 5840, 6034, 5204, 2869, 6909, 5022)->[(-1-1*r5), (-1+1*r5), 2, (-2-2*r5)]
(5024, 6789, 5611, 2638, 4975, 6127, 1330, 5398, 700, 6045)->[4, 0, (-2-2*r5), 0]
(4512, 5958, 4233, 1199, 6673, 2261, 759, 3258, 5947, 4732)->[(-3-1*r5), (-1+1*r5), (1-1*r5), (3+1*r5)]
(3427, 2598, 5052, 2444, 6607, 6423, 2390, 5750, 2268, 3069)->[0, (5+1*r5), 2, (-1+1*r5)]
(3009, 7169, 6540, 433, 1906, 5462, 2167, 2488, 281, 6014)->[2, (1-1*r5), (-2-2*r5), (1+1*r5)]
(3008, 3969, 6117, 1963, 6349, 1968, 7025, 2964, 4154, 1311)->[(5+1*r5), (-1+1*r5), 2, 0]
(906, 3402, 1167, 1520, 6512, 3218, 6387, 1750, 5654, 6171)->[(-3-1*r5), (1-1*r5), (-3-1*r5), (-1+1*r5)]
(3528, 6825, 400, 5489, 5972, 2968, 1340, 4727, 1720, 1180)->[-2, (1+1*r5), (-3-1*r5), -4]
(5959, 2921, 555, 4173, 1841, 1686, 7097, 1883, 316, 255)->[(-1+1*r5), (1-1*r5), (-3-1*r5), (-3-1*r5)]
(6337, 5154, 1388, 1617, 2098, 2705, 6936, 6167, 4984, 4282)->[(1+1*r5), (1-1*r5), 2, (-2-2*r5)]
